Provider Name,City,State/Territory,County,Region Name,Address 1,Address 2,Zip,Phone,Ext.,Fax,Current Provider Urbanicity
Plantation Pediatrics dba Neighbors Pediatrics,Charleston,SC,CHARLESTON,LowCountry,1871 Savage RD,,29407,843-766-6308,,,Medium metro
PLANTATION PEDIATRICS dba Neighbors Pediatrics,Goose Creek,SC,BERKELEY,LowCountry,105B Springhall DR,,29445,843-766-6308,,843-533-4473,Medium metro
PORT ROYAL MEDICAL CTR - B J H,Port Royal,SC,BEAUFORT,LowCountry,1320 S RIBAUT RD,,29935,843-986-0900,,,Small metro
POWDERSVILLE FAMILY PRACTICE,EASLEY,SC,ANDERSON,Upstate,10701 ANDERSON RD,,29642,864-295-2500,,,Medium metro
POWDERSVILLE MEDICAL PARK,Greenville,SC,GREENVILLE,Upstate,15 ROE RD,,29611,864-295-2308,,864-295-2635,Medium metro
Powdersville Primary Care,Easley,SC,ANDERSON,Upstate,290 Enterprise DR,,29642,864-365-0290,,8643650291,Medium metro
PPCP-PINE ST DR BRIAN KELLER FAM PR,Summerville,SC,DORCHESTER,LowCountry,404 N PINE ST,,29483,843-873-0202,,,Medium metro
Prime Health Solutions,Lyman,SC,SPARTANBURG,Upstate,206 Elliott Rd,,29365,(864)485-2172,,(864)457-2736,No Urbanicity Data
Primecare Pediatrics,Lancaster,SC,LANCASTER,Midlands ,838 W Meeting St STE E,,29720,803-285-2244,,803-285-2299,Large fringe metro
Prisma Health,Piedmont,SC,ANDERSON,Upstate,1115 WREN SCHOOL RD,,29673,8648590740,,8648599008,Medium metro
PRISMA HEALTH - SQUIRES POINT,Duncan,SC,SPARTANBURG,Upstate,500 Squires Pt Ste A,,29334,(864)968-5126,,(864)968-5128,Medium metro
Prisma Health CHILDRENS HOSP OUTPT CTR,Columbia,SC,RICHLAND,Midlands ,14 RICHLAND MEDICAL PK,STE 400,29203,803-434-6157,,(803)434-6979,Medium metro
PRISMA HEALTH PED MULTI CLINIC,Columbia,SC,RICHLAND,Midlands ,9 Richland Medical Park Dr,Suite 450,29203,8034347995,,8037580139,No Urbanicity Data
Prisma Health-Upstate-Greenville Pharmacy,Greenville,SC,GREENVILLE,Upstate,701 GROVE RD,,29605,864-455-3001,,864-455-3630,Medium metro
Prisma Hlth Fountain Inn ,Fountain Inn,SC,GREENVILLE,Upstate,200 N Nelson DR,,29644,864-522-6270,,864-522-6275,Medium metro
REGENESIS COMMUNITY HEALTH CENTER,Spartanburg,SC,SPARTANBURG,Upstate,750 S CHURCH ST,,29306,864-582-2411,,(864)-582-7179,Medium metro
REGENESIS COMMUNITY HLTH CTR,Gaffney,SC,CHEROKEE,Upstate,1341 N LIMESTONE ST,,29340,864-902-1000,,864-487-8734,Micropolitan
ReGenesis Health Care Park Hills,Spartanburg,SC,SPARTANBURG,Upstate,301 Crescent AVE,,29306,(864)596-8442,,(864)582-7178,Medium metro
REGENESIS HEALTH CARE WOODRUFF,Woodruff,SC,SPARTANBURG,Upstate,220 IRBY ST,,29388,864-670-9415,,(864)582-7178,Medium metro
"ReGenesis Health Care, Inc",Spartanburg,SC,GREENVILLE,Upstate,460 Langdon ST,,29304,864-582-2817,,(864)582-7178,Medium metro
RICE PLANTER PEDIATRICS LLC,Walterboro,SC,COLLETON,LowCountry,406 ROBERTSON BLVD,,29488,843-782-5437,,,Non-Core
RICHLAND COUNTY HEALTH DEPARTMENT,Columbia,SC,RICHLAND,Midlands ,2000 HAMPTON ST,,29204,803-576-2835,,(803)576-2985,Medium metro
RIDGE SPRING FAMILY PRACTICE CENTER,Ridge Spring,SC,AIKEN,Midlands ,201 AIKEN RD,,29129,803-685-3100,,803-849-8522,Medium metro
RIDGELAND MEDICAL CTR - BJH,RIDGELAND,SC,JASPER,LowCountry,1520 GRAYS HWY,,29936-0000,843-726-3979,,,Small metro
RIDGEWAY Pediatrics and  FAMILY PRACTICE,Ridgeway,SC,FAIRFIELD,Midlands ,755 US HWY 21 S,,29130,803-337-2920,,803-337-3010,Medium metro
Riverside Pediatrics ,Kingstree,SC,WILLIAMSBURG,Pee Dee ,402 nelson blvd Ste #100,,29556,(843)833-8595,,(843)833-8599,Non-Core
Riverside Pediatrics ,Georgetown,SC,GEORGETOWN,Pee Dee ,435 Marina DR,,29440,(843)833-8595,,(843)833-8599,Micropolitan
RMC Primary Care Bamberg,Bamberg,SC,BAMBERG,LowCountry,498 NORTH ST,,29003,803-395-3600,,803-245-6277,Non-Core
RMC PRIMARY CARE HOLLY HILL,Holly Hill,SC,ORANGEBURG,LowCountry,187 BUNCH FORD RD,,29059,(803)395-3068,,(803)496-7713,Micropolitan
ROCK HILL HEALTH DEPARTMENT,Rock Hill,SC,YORK,Midlands ,1070 HECKLE BLVD,,29732,803-909-7300,,,Large fringe metro
Rock Hill Pediatric Associates,Rock Hill,SC,YORK,Midlands ,1656 Riverchase BLVD STE 3400,,29730,803-328-6281,,803-329-1053,Large fringe metro
ROCK HILL PEDIATRIC ASSOCIATES FM,Fort Mill,SC,YORK,Midlands ,704 GOLD HILL RD,STE 207,29715,803-802-5900,,803-802-7101,Large fringe metro
ROSA CLARK MEDICAL CLINIC,Seneca,SC,OCONEE,Upstate,301 Memorial Dr Ste E,,29672,864-8824664,,864-882-4478,Micropolitan
RSF Primary Care,Summerville,SC,DORCHESTER,LowCountry,9500 Dorchester Rd. STE 362,,29485,(843) 212-8080,,,Medium metro
RSFPP PRIMARY CARE WAPC,Charleston,SC,CHARLESTON,LowCountry,2270 ASHLEY CROSSING DR,Ste 170,29414,843-763-3700,,(843)763-3714,Medium metro
Rural Health Services,Aiken,SC,AIKEN,Midlands ,1000 Clyburn PL,,29801,803-380-7000,,,Medium metro
SALERNO PEDIATRIC CARE LLC,Hilton Head,SC,BEAUFORT,LowCountry,35 BILL FRIES DR,Ste I,29926,843-342-7337,,,Small metro
SALUDA COUNTY HEALTH DEPARTMENT,Saluda,SC,SALUDA,Midlands ,613 NEWBERRY HWY 121 N,,29138,864-445-2141,,,Medium metro
SALUDA FAMILY PRACTICE CTR,Saluda,SC,SALUDA,Midlands ,219 GREENWOOD HWY,,29138,864-445-2181,,(864)445-9554,Medium metro
SANDHILLS MED.FOUND.- SUMTER,Sumter,SC,SUMTER,Pee Dee ,30 Cuttino Road,,29150,803-778-2442,,803-778-0880,Small metro
SANDHILLS MEDICAL FOUNDATION,Lugoff,SC,KERSHAW,Midlands ,40 BALDWIN AVE,,29078,803-408-3262,,803-408-8895,Medium metro
SANDHILLS MEDICAL FOUNDATION,McBee,SC,CHESTERFIELD,Pee Dee ,645 S 7th St,,29101,843-335-8291,,843-335-8731,Non-Core
SANDHILLS MEDICAL FOUNDATION Jefferson,Jefferson,SC,CHESTERFIELD,Pee Dee ,409 E CHURCH ST,,29718,(843)658-3005,,(843)658-7780,Non-Core
Sandhills Medical Foundation Kershaw,Kershaw,SC,LANCASTER,Midlands ,205 W MARION ST,,29067,803-475-4701,,,Large fringe metro
Sandhills Pediatrics,Columbia,SC,RICHLAND,Midlands ,1749 Marshall ST,,29203,803-252-1801,,(803)252-9132,Medium metro
SANDHILLS PEDIATRICS - DUTCHFORK,Irmo,SC,RICHLAND,Midlands ,7941 BROAD RIVER RD,,29063,803-407-0704,,803-407-2529,Medium metro
SANDHILLS PEDIATRICS - LEXINGTON,Lexington,SC,LEXINGTON,Midlands ,4568 SUNSET BLVD,,29072,803-520-5144,,,Medium metro
SANDHILLS PEDIATRICS - NORTHEAST,Columbia,SC,RICHLAND,Midlands ,110 SUMMIT CENTRE DR,,29229,803-744-9000,,803-744-9008,Medium metro
SANDHILLS PEDIATRICS WEST COLUMBIA,West Columbia,SC,LEXINGTON,Midlands ,2318 SUNSET BLVD,,29169,803-796-9200,,,Medium metro
SANDLAPPER PEDIATRICS,MOUNT PLEASANT,SC,CHARLESTON,LowCountry,1400 Hospital DR,,29464,8432169901,,,Medium metro
SANTEE FAMILY MEDICAL CENTER,SANTEE,SC,ORANGEBURG,LowCountry,130 CIR PLZ,,29142-0000,803-854-3940,,,Micropolitan
SC DEPART OF JUV JUSTICE,Columbia,SC,RICHLAND,Midlands ,1725 SHIVERS RD,,29210,803-896-5747,,803-896-5748,Medium metro
SC DEPART OF JUVENILE JUSTICE WILLO,Columbia,SC,RICHLAND,Midlands ,4650 BROAD RIVER RD,BLDG 2014,29210,803-896-9459,,803-896-7678,Medium metro
SC DEPT JUV JUS UPSTATE EVAL CTR,Union,SC,UNION,Upstate,1585 JONESVILLE HWY,,29379,864-429-3610,,(864)429-8324,Medium metro
SC DEPT OF JUVENILE JUSTICE- DJJ,Ridgeville,SC,DORCHESTER,LowCountry,331 CAMPBELL THICKETT RD,,29472,843-821-3073,,,Medium metro
SC SCHOOL FOR THE DEAF  BLIND,Spartanburg,SC,SPARTANBURG,Upstate,355 CEDAR SPRINGS RD,,29302,8645777672,,(864)577-7629,Medium metro
SCDJJ-MIDLANDS EVALUATION CENTER,Columbia,SC,RICHLAND,Midlands ,1721 SHIVERS RD,,29210,803-896-7468,,803-896-7666,Medium metro
Sea Island Pediatrics,Bluffton,SC,BEAUFORT,LowCountry,29 Plantation Park Dr #201,,29910,843-757-7700,,,Small metro
SEA ISLAND PEDIATRICS  P.A.,Beaufort,SC,BEAUFORT,LowCountry,2403 ALLISON RD,,29902,843-524-1078,,,Small metro
Seashore Pediatrics  P.C.,Loris,SC,HORRY,Pee Dee ,2828 Bayboro ST,,29569,843-716-2229,,843-716-2483,Medium metro
SEASHORE PEDIATRICS  P.C.,Longs,SC,HORRY,Pee Dee ,170 SURFRIDER BLVD UNITS A&B,,29568,843-390-2229,,843-390-2483,Medium metro
Seaside Family Medicine,Summerville,SC,BERKELEY,LowCountry,"1341 College Park RD , STE A",,29483,843-400-0028,,(843)790-8449,Medium metro
SEASIDE PEDIATRICS,Mount Pleasant,SC,CHARLESTON,LowCountry,309 WINGO WAY,Ste 101,29464,8438812484,,,Medium metro
Seaside Pediatrics,Hilton Head,SC,BEAUFORT,LowCountry,15 Hospital Center CMNS,,29926,843-757-8663,,,Small metro
Seaside Pediatrics of Bluffton,Hilton Head,SC,BEAUFORT,LowCountry,15 Hospital Center CMNS STE 100A,,29926,(843)757-8663,,(843)682-2663,Small metro
Seaside Pediatrics of Bluffton  PC,Bluffton,SC,BEAUFORT,LowCountry,167 BLUFFTON RD STE G,,29910,843-757-8663,,,Small metro
SEE Alternatives Pediatrics,Johns Island,SC,CHARLESTON,LowCountry,3227 Walter Dr Ste C1,,29455,843.920.0046,,843.920.0001,Medium metro
Self Medical Group Family Healthcare South Saluda,Saluda,SC,SALUDA,Midlands ,102 R L SAWYER MD DR,,29138,864-445-2173,,(864)445-6383,Medium metro
SELF REGIONAL HEALTHCARE,Greenwood,SC,GREENWOOD,Upstate,1325 SPRING ST,,29646,864-725-5079,,(864)725-4102,Micropolitan
SENECA MEDICAL ASSOCIATES,Seneca,SC,OCONEE,Upstate,11082 N RADIO STATION RD,,29678,8648822314,,(864)882-3677,Micropolitan
SENTINEL HEALTH PARTNERS,Camden,SC,KERSHAW,Midlands ,1344 HAILE ST,,29020,803-432-1996,,803-432-1996,Medium metro
SENTINEL HEALTH PARTNERS-KERSHAW,Kershaw,SC,LANCASTER,Midlands ,216 E MARION ST,,29067,803-475-3475,,803-475-5360,Large fringe metro
SINGLETON HEALTH CENTER,Orangeburg,SC,ORANGEBURG,LowCountry,1773 VILLAGE PARK DR,,29118,803-535-3600,,(803)534-6300,Micropolitan
SMG Family Healthcare at Tower Pointe,Greenwood,SC,GREENWOOD,Upstate,105 VINE CREST CT,Ste 600,29646,8642272900,,(864)227-6487,Micropolitan
SMG-Pediatric Associates Greenwood,Greenwood,SC,GREENWOOD,Upstate,102 Katie CT,,29646,8649434279,,(864)223-2642,Micropolitan
Southern Med Pediatrics,Fort Mill,SC,YORK,Midlands ,"342 Patricia Lane, STE 105",,29708,803-431-7490,,803-4317491,Large fringe metro
Southern Med Pediatrics,Columbia,SC,RICHLAND,Midlands ,237 Longtown RD,,29229,(803)404-5638,,(803)404-5639,Medium metro
Southern Med Pediatrics Northeast Farrow,Columbia,SC,RICHLAND,Midlands ,120 Highland Center Dr Ste 100,STE 100,29203,803-788-0577,,(803)788-5760,Medium metro
Southern Med Peds,Orangeburg,SC,ORANGEBURG,LowCountry,1740 VILLAGE PARK DR,,29118,803-928-5525,,(803)928-5505,Micropolitan
SOUTHERN MEDICAL ASSOCIATES,Loris,SC,HORRY,Pee Dee ,3418 CASEY ST,,29569,843-756-7885,,843-756-7855,Medium metro
SouthernMed Pediatrics,Columbia,SC,RICHLAND,Midlands ,6108 GARNERS FERRY RD,,29209,803-647-1265,,(803)647-1266,Medium metro
SouthernMed Pediatrics,Lexington,SC,LEXINGTON,Midlands ,448 Old Cherokee RD,,29072,8035205800,,,Medium metro
SouthernMed Pediatrics,Batesburg-Leesville,SC,LEXINGTON,Midlands ,"141 E Church ST , STE C",,29070,803-520-9261,,803-520-9262,Medium metro
Southernmed Pediatrics - Aiken,Aiken,SC,AIKEN,Midlands ,206 CENTRE SOUTH BLVD,,29803,803-642-9204,,,Medium metro
SouthernMed Pediatrics Southlake,Lexington,SC,LEXINGTON,Midlands ,1633 S Lake Dr,,29073,803-520-9370,,803-520-9371,Medium metro
SPARTANBURG CO HLTH DEPT,Spartanburg,SC,SPARTANBURG,Upstate,151 E WOOD ST,,29305,864-596-2227,,,Medium metro
Spartanburg Regional Health Service,Spartanburg,SC,SPARTANBURG,Upstate,101 E Wood ST,,29303,864-560-0213,,864-560-7026,Medium metro
SPRINGHALL FAMILY PRACTICE,GOOSE CREEK,SC,BERKELEY,LowCountry,110-A SPRINGHALL DR,,29445-0000,843-266-2520,,,Medium metro
ST GEORGE MEDICAL CENTER,Saint George,SC,DORCHESTER,LowCountry,401 RIDGE ST,,29477,843-563-5315,,843-563-8229,Medium metro
ST HELENA MED CTR - BJH,SAINT HELENA ISLAND,SC,BEAUFORT,LowCountry,33 PENN CENTER RD,,29920-0000,843-838-2086,,,Small metro
ST JAMES SANTEE FAMILY HEALTH CENTER PEDIATRICS,Georgetown,SC,GEORGETOWN,Pee Dee ,57 JESSAMINE AVE SUITE,,29440,843-546-8686,,843-546-1353,Micropolitan
ST JAMES-SANTEE FAMILY HEALTH CENTE,Georgetown,SC,GEORGETOWN,Pee Dee ,422 N Frasier ST,,29440,843-436-1333,,843-436-1335,Micropolitan
ST. GEORGE FAMILY PRACTICE,Saint George,SC,DORCHESTER,LowCountry,202 RIDGE ST,,29477,843-563-6000,,,Medium metro
St. James Santee FHC,Andrews,SC,GEORGETOWN,Pee Dee ,675 N MorganAvenue,,29510,843-264-2680,,843-264-2690,Micropolitan
ST. JAMES- SANTEE FAMILY HEALTH CEN,McClellanville,SC,CHARLESTON,LowCountry,1189 TIBWIN RD,,29458,(843) 887-3274,,,Medium metro
ST. LUKE'S FAMILY PRACTICE,MOUNT PLEASANT,SC,CHARLESTON,LowCountry,1435 STUART ENGALS BLVD,,29464-3305,8438849796,,,Medium metro
ST. MATTHEWS FAMILY HEALTH CTR. INC,St. Matthews,SC,CALHOUN,LowCountry,558 CHESTNUT ST,,29135,803-874-2006,,,Medium metro
STERLING SHARPE PEDIATRIC CENTER- E,Columbia,SC,RICHLAND,Midlands ,4605 MONTICELLO RD,,29203,803-252-7001,,803-252-6415,Medium metro
Summerville Family Practice Associa,Summerville,SC,DORCHESTER,LowCountry,435 N Cedar St,,29483,843-873-1592,,843-871-2936,Medium metro
SUMMERVILLE HEALTH DEPT,Summerville,SC,DORCHESTER,LowCountry,500 N MAIN ST,,29483,843-832-0041,,,Medium metro
Summerville Pediatrics  PA,Summerville,SC,DORCHESTER,LowCountry,312 Midland PKWY,,29485,843-875-6262,,,Medium metro
Summerville Primary Care,SUMMERVILLE,SC,DORCHESTER,LowCountry,299-A MIDLAND PKWY,,29485,843-875-7901,,,Medium metro
SUMTER COUNTY HEALTH DEPARTMENT,Sumter,SC,SUMTER,Pee Dee ,105 N MAGNOLIA ST,,29150,803-773-5511,,803-775-7163,Small metro
Sumter Pediatrics  P.A.,Sumter,SC,SUMTER,Pee Dee ,237 Church ST,,29150,803-775-6311,,803-778-5131,Small metro
SUNSHINE PEDIATRICS,Rock Hill,SC,YORK,Midlands ,724 ARDEN LN STE 100,,29732,803-980-7337,,(803)980-2229,Large fringe metro
SWEETGRASS PEDIATRICS,Summerville,SC,DORCHESTER,LowCountry,748 ORANGEBURG RD,,29483,843-832-8606,,843-285-7272,Medium metro
Sweetgrass Pediatrics,Summerville,SC,BERKELEY,LowCountry,2016 1st AVE,,29486,843-873-4545,,843-873-1561,Medium metro
Sweetgrass Pediatrics - Park West,Mt. Pleasant,SC,CHARLESTON,LowCountry,1115 Professional LN,,29466,(843)216-0201,,(843)284-8303,Medium metro
SWEETGRASS PEDIATRICS LLC,Charleston,SC,CHARLESTON,LowCountry,2713 dantzler DR,,29406,843-764-1722,,,Medium metro
SWEETGRASS PEDIATRICS LLC,Charleston,SC,CHARLESTON,LowCountry,12 Farmfield Ave STE F,,29407,843-764-1722,,843-764-1788,Medium metro
Sweetgrass Pediatrics Mt Pleasant,Mount Pleasant,SC,CHARLESTON,LowCountry,1156 Bowman RD,Ste 105,29464,(843)873-4545,,(843)764-1788,Medium metro
Sweetgrass Pediatrics Park West,Mount Pleasant,SC,CHARLESTON,LowCountry,3400 Salterbeck St #101,,29466,843-216-0201,,,Medium metro
SWEETGRASS PEDIATRICS-MONCKS CORNER,Moncks Corner,SC,BERKELEY,LowCountry,401 N LIVE OAK ST,STE B,29461,843-764-1722,,,Medium metro
SYCAMORE HEALTH CARE  LLC,Sycamore,SC,ALLENDALE,LowCountry,7205 BUFORDS BRIDGE HWY,,29846,803-632-3900,,(803)632-3901,Non-Core
Tandem Health,Sumter,SC,SUMTER,Pee Dee ,370 S Pike West,,29150,803-774-2347,,803-774-2347,Small metro
THE CHILDRENS CENTER,Greenwood,SC,GREENWOOD,Upstate,113 LINER DR,,29646,864-941-8170,,(864)941-8194,Micropolitan
THE CHILDRENS CLINIC,Lancaster,SC,LANCASTER,Midlands ,1003 W MEETING ST,,29720,803-289-5437,,803-289-5440,Large fringe metro
THE CHILDRENS CLINIC-GREENVILLE,Greenville,SC,GREENVILLE,Upstate,890 S PLEASANTBURG DR,,29607,864-271-1450,,864-271-3914,Medium metro
THE CHILDRENS GROUP,Hartsville,SC,DARLINGTON,Pee Dee ,604 N Fifth ST,,29550,843-332-6645,,843-332-9894,Small metro
THE FAMILY HEALTHCARE CENTER,Laurens,SC,LAURENS,Upstate,22580 HWY 76 E,,29360,8648335986,,,Medium metro
THE MEDICAL GROUP,Hartsville,SC,DARLINGTON,Pee Dee ,701 MEDICAL PARK DR,Ste 207,29550,843-383-5191,,843-332-9229,Small metro
THE MEDICAL GROUP - ELDER,HARTSVILLE,SC,DARLINGTON,Pee Dee ,701 MEDICAL PK DR,STE 204,29550,8433832273,,,Small metro
THE MEDICAL PLACE FAMILY PRACTICE,West Columbia,SC,LEXINGTON,Midlands ,3020 SUNSET BLVD,STE 101,29169,803-791-5680,,,Medium metro
THE PEDIATRIC CLINIC,Orangeburg,SC,ORANGEBURG,LowCountry,"940 Holly ST , N.E.",,29115,803-534-1481,,(803)534-3118,Micropolitan
The Pediatric Clinic - Laurel Street,Orangeburg,SC,ORANGEBURG,LowCountry,630 Laurel St,,29115,(803)536-2725,,(803)534-3118,Micropolitan
THE PEDIATRIC TEAM CENTER,EASLEY,SC,PICKENS,Upstate,1807 E MAIN ST,,29640,864-442-7482,,864-306-7977,Medium metro
The Point Teen Health Center  Tobias,Spartanburg,SC,SPARTANBURG,Upstate,154 George Washington Carver Dr,,29305,864.598.6092,,864.598.6092,Medium metro
TIDELANDS FAMILY MED GEORGETOWN,Georgetown,SC,GEORGETOWN,Pee Dee ,1075 N FRASER ST,,29440,843-527-4442,,843-527-4027,Micropolitan
Tidelands Health Family Medicine,Myrtle Beach,SC,HORRY,Pee Dee ,4320 Holmestown RD,,29588,(843)652-8440,,,Medium metro
Tidelands Health Pediatrics Group,Myrtle Beach,SC,HORRY,Pee Dee ,4320 Holmestown RD UNIT B,,29588,(843)652-8455,,(843)652-0201,Medium metro
"Tiffany Pediatrics, P.A.",Aiken,SC,AIKEN,Midlands ,215 Town Creek RD,,29803,803-508-7651,,803-508-7655,Medium metro
Tiger Pediatrics,Easley,SC,PICKENS,Upstate,4741 Highway 153 Ste A,,29642,864-661-5278,,864-408-8369,Medium metro
TRI COUNTY PEDIATRICS,Rock Hill,SC,YORK,Midlands ,165 AMENDMENT DR,Ste 102,29732,803-329-2700,,803-329-2788,Large fringe metro
TRI-COUNTY PEDIATRICS,York,SC,YORK,Midlands ,815 E LIBERTY ST,,29745,8036282728,,(803)628-2722,Large fringe metro
TRIDENT FAMILY HEALTH,North Charleston,SC,CHARLESTON,LowCountry,9228 MEDICAL PLAZA DR,,29406,843-574-2294,,,Medium metro
UNION COUNTY HEALTH DEPARTMENT,Union,SC,UNION,Upstate,115 THOMAS ST,,29379,864-429-1690,,(864) 429-1697,Medium metro
Unity Health and Wellness LLC,Daniel Island,SC,BERKELEY,LowCountry,225 Seven Farms DR,Ste 201,29492,(843)557-5154,,(843)377-8390,Medium metro
UNITY HEALTH ON MAIN ,Greenville,SC,GREENVILLE,Upstate,505 C N MAIN ST,,29601,864-232-2734,,864-232-8126,Medium metro
UNIV MED GRP DEPT OF OBGYN,Greenville,SC,GREENVILLE,Upstate,1350A Cleveland St,,29607,864-455-1600,,864-522-4455,Medium metro
UNIVERSAL CTR FOR PED  ADOL MED  L,HILTON HEAD ISLAND,SC,BEAUFORT,LowCountry,843 WILLIAM HILTON PKWY,,29928,843-682-4300,,,Small metro
UNIVERSITY FAMILY MEDICINE,Columbia,SC,RICHLAND,Midlands ,4311 HARD SCRABBLE RD,,29229,803-419-6334,,(803)788-6574,Medium metro
UNIVERSITY MEDICAL ASSOCIATES  LLC,Greenville,SC,GREENVILLE,Upstate,1809 WADE HAMPTON BLVD,STE 120,29609,864-522-5000,,864-241-9275,Medium metro
UNIVERSITY OF S.C.  SPARTANBURG,Spartanburg,SC,SPARTANBURG,Upstate,995 UNIVERSITY WAY,,29303,864-503-5191,,864-503-0754,Medium metro
UPTOWN FAMILY PRACTICE,Greenwood,SC,GREENWOOD,Upstate,313 MAIN St,STE A,29646,8642294446,,(864)229-8037,Micropolitan
USC SCHOOL OF MED DIV OF PED PULMON,Columbia,SC,RICHLAND,Midlands ,9 RICHLAND MED PK,STE 505,29203,803-434-2505,,(803)434-2181,Medium metro
VALCOURT PEDIATRIC - COLLETON,Walterboro,SC,COLLETON,LowCountry,124 Medical Park Dr.,,29488,8435992255,,,No Urbanicity Data
VALCOURT PEDIATRIC ASSOCIATES,Aiken,SC,AIKEN,Midlands ,410 BARNWELL AVE NW,,29801,(803)226-0005,,(706)955-4638,Medium metro
Valcourt Pediatric Associates,Walterboro,SC,COLLETON,LowCountry,124 Medical Park Dr,,29488,843-782-3636,,,Non-Core
VALCOURT PEDIATRICS ASSOCIATES,HARDEEVILLE,SC,JASPER,LowCountry,176 Dermis Ave STE,Ste 104,29927,843-784-3636,,(843)784-3637,Small metro
VANCE COMMUNITY MEDICAL CENTER,Vance,SC,ORANGEBURG,LowCountry,10278 OLD 6 HWY,,29163,803-492-3031,,(803)492-9156,Micropolitan
Village Family Practice ,Greenwood,SC,GREENWOOD,Upstate,420 Epting Ave, Suite  B,29646,8648890404,,8648890408,Micropolitan
VOLUNTEERS IN MEDICINE CLINIC,Hilton Head Island,SC,BEAUFORT,LowCountry,15 NORTHRIDGE DR,,29926,843-681-6612,,,Small metro
W. Hugh Morgan MD Family Practice,Johnston,SC,EDGEFIELD,Midlands ,801 Mobley St,,29832,803-275-4653,,,Medium metro
WACCAMAW COMMUNITY HOSPITAL,Murrells Inlet,SC,GEORGETOWN,Pee Dee ,4070 HWY 17 BYP,,29576,843-652-1243,,843-652-1717,Micropolitan
WACCAMAW MEDICAL CENTER,Pawleys Island,SC,GEORGETOWN,Pee Dee ,9699 OCEAN HWY,,29585,843-237-4296,,843-237-0495,Micropolitan
WALTERBORO ADULT  PEDIATRIC MEDICINE,Walterboro,SC,COLLETON,LowCountry,447 SPRUCE ST,,29488,843-549-6331,,843-549-6332,Non-Core
WALTERBORO MEDICAL CENTER  PA,Walterboro,SC,COLLETON,LowCountry,107 CHURCH ST,,29488,843-549-1558,,,Non-Core
WARE SHOALS FAMILY PRACTICE,WARE SHOALS,SC,GREENWOOD,Upstate,85 S GREENWOOD AVE,,29692-0389,8644567436,,,Micropolitan
WELLNESS FAMILY MEDICINE,SPARTANBURG,SC,SPARTANBURG,Upstate,1241 BOILING SPRINGS RD,,29303,864-591-0992,,864-591-0776,Medium metro
WELLSPRING FAMILY MEDICINE,Columbia,SC,RICHLAND,Midlands ,110 ATRIUM WAY,,29223,803-865-9655,,(803)865-9653,Medium metro
WEST ASHLEY FAMILY MEDICINE  LLC,CHARLESTON,SC,CHARLESTON,LowCountry,1481 TOBIAS GADSON BLVD,STE 1,29407,8434020367,,,Medium metro
WEST FLORENCE FAMILY PRACTICE,FLORENCE,SC,FLORENCE,Pee Dee ,1925 HOFFMEYER RD,,29501,8436794214,,,Small metro
WILLIAMSBURG COUNTY HEALTH DEPT.,Kingstree,SC,WILLIAMSBURG,Pee Dee ,520 THURGOOD MARSHALL BLVD,STE A,29556,843-355-6012,,843-355-9590,Non-Core
WILLIAMSBURG REGIONAL HEALTH CENTER,Kingstree,SC,WILLIAMSBURG,Pee Dee ,500 Thurgood Marshall BLVD,Ste F,29556,8433551772,,8433551775,Non-Core
Williston Family Medicine ,Williston,SC,BARNWELL,Midlands ,13975 Church St,,29853,(803)266-0060,,(803)266-0042,Non-Core
WINNSBORO PEDIATRICS AND FAMILY PRA,Winnsboro,SC,FAIRFIELD,Midlands ,1136 KINCAID BRIDGE RD,STE A,29180,803-635-1052,,,Medium metro
YORK HEALTH DEPARTMENT,York,SC,YORK,Midlands ,116 N CONGRESS ST,,29745,803-684-7004,,8036841103,Large fringe metro
YORK PEDIATRICS  LLC,Rock Hill,SC,YORK,Midlands ,1538 HEALTH CARE DR,,29732,803-980-6610,,803-980-6162,Large fringe metro